
pby12345,11531,0,400,9487127,80258109
pby123456,38451,0,400,9290841,83608744
pby1234567,40965,10,400,6770726,45747125
pby12345678,50256,0,400,5442529,22179384
pby123456789,12777,0,0,1671276,29875535


ssqwerty,49032,59,500,1762074150,5182928634
18612160829,38172,39,500,414704427,2992568004
wang25687,18345,19,500,1063174830,2884357401
15504973518,71293,39,400,204799187,2085379293
13812788376,75652,41,400,133580772,1138284738
457181660,26377,46,400,113029983,882532099
15686784340,41917,14,400,108890388,766568313
z7211191,68695,17,400,270592001,1671081971
shinecy1126,37840,13,400,75989530,649855507
lonely7201984,125130,18,400,77286532,591294479
liu271,115070,15,400,121772682,909693164
cq1473691,16650,5,400,18041005,38486233
cq1473693,10991,2,400,7472265,21756673
cq147369,13044,2,350,3255778,13194435
muyang1,54787,5,400,43845976,289023450
muyang2,22533,6,400,38787932,272725630
1358177 yubei,13933,19,400,52778623,418982101
1770994 yubeiyi,15746,15,400,37127296,324664974
1861216 jia,24837,5,400,90156334,671435159
12160829 yi,14601,4,400,74602842,602508467
134886 bing,18267,5,400,84587077,620952518
88699777 ding,18386,6,400,80240644,646108004
pgh123,20888,6,400,17803845,155012657
pgh1234,21830,11,400,14688738,130428593
pgh12345,18180,6,400,14083167,120357274
pgh123456,11688,2,400,16952818,126957544
pgh1234567,13185,7,0,11630167,83562641
pgh12345678,14309,0,400,13270601,106100565
pgh123456789,8051,5,0,16212792,121586069
pby123,11445,5,400,14354180,123688546
pby1234,12597,7,0,12195715,111483342
pby12345,6930,2,400,9487997,80259481
pby123456,31049,3,400,9291645,83611323
pby1234567,36364,12,400,6771230,45748375
pby12345678,40053,4,400,5443041,22180563
pby123456789,8176,2,0,1671325,29876106
wang77,6134,2,0,413030,1933076
wang777,15323,2,0,153267,734537
wang7777,10397,2,0,110415,519382

19973 + 380
20303   330


ssqwerty,50010,59,500,1762087115,5186873233
18612160829,38967,39,500,414711209,2992595360
wang25687,19226,19,500,1063196334,2884543175
15504973518,71815,39,400,204804188,2085398424
13812788376,76360,41,400,133589236,1138321933
457181660,26911,46,400,113036160,882570722
15686784340,42503,14,400,108985264,769112101
z7211191,69584,17,400,270593864,1671090744
shinecy1126,38388,13,400,75991752,649864549
lonely7201984,125569,18,400,77289506,591306028
liu271,115867,15,400,121781965,909724879
cq1473691,17080,5,400,18042921,38495577
cq1473693,11281,2,400,7474350,21766753
cq147369,13358,2,350,3257431,13199417
muyang1,55264,5,400,43847607,289030117
muyang2,22967,6,400,38789417,272730801
1358177 yubei,14241,19,400,52779465,418985582
1770994 yubeiyi,16083,15,400,37129433,324673401
1861216 jia,25266,5,400,90157400,671440069
12160829 yi,15052,4,400,74603725,602511859
134886 bing,18658,5,400,84590455,620966842
88699777 ding,18806,6,400,80241010,646109753
pgh123,21138,6,400,17804140,155014103
pgh1234,22030,11,400,14689534,130431305
pgh12345,18540,6,400,14084687,120363593
pgh123456,12028,2,400,16953078,126958695
pgh1234567,13505,8,0,11631261,83566953
pgh12345678,14579,0,400,13271159,106102106
pgh123456789,9901,6,0,16213443,121588110
pby123,11805,5,400,14354427,123689511
pby1234,14327,8,0,12196374,111485329
pby12345,7120,2,400,9489029,80262365
pby123456,31369,3,400,9292164,83613878
pby1234567,36584,12,400,6771579,45749735
pby12345678,40283,4,400,5443297,22181559
pby123456789,8466,2,0,1672061,29878959
wang77,9654,2,0,413801,1935905
wang777,17223,2,0,154278,738690
wang7777,14807,2,0,111483,523346
ssqwerty,48585,60,500,1762102214,5186934594
18612160829,37542,40,500,414711209,2992595360
wang25687,17551,20,500,1063196334,2884543175
15504973518,70140,40,400,204804188,2085398424
13812788376,74685,42,400,133589236,1138321933
457181660,25236,47,400,113036160,882570722
15686784340,40828,15,400,108985264,769112101
z7211191,67909,18,400,270593864,1671090744
shinecy1126,36713,14,400,75991752,649864549
lonely7201984,123894,19,400,77289506,591306028
liu271,111641,17,400,121781965,909724879
cq1473691,12854,7,400,18042921,38495577
cq1473693,7055,4,400,7474350,21766753
cq147369,9132,4,350,3257431,13199417
muyang1,48737,8,400,43847607,289030117
muyang2,16440,9,400,38789417,272730801
1358177 yubei,7714,22,400,52779465,418985582
1770994 yubeiyi,9556,18,400,37129433,324673401
1861216 jia,18739,8,400,90157400,671440069
12160829 yi,8025,7,400,74603725,602511859
134886 bing,12131,8,400,84590499,620967019
88699777 ding,12279,9,400,80241010,646109753
pgh123,14611,9,400,17804140,155014103
pgh1234,15503,14,400,14690328,130434296
pgh12345,12013,9,400,14084687,120363593
pgh123456,5501,5,400,16953078,126958695
pgh1234567,6978,11,0,11631261,83566953
pgh12345678,8052,3,400,13271159,106102106
pgh123456789,5675,8,0,16213443,121588110
pby123,7579,7,400,14354427,123689511
pby1234,7800,11,0,12196374,111485329
pby12345,5695,3,400,9489029,80262365
pby123456,24842,6,400,9292164,83613878
pby1234567,30057,15,400,6771579,45749735
pby12345678,33756,7,400,5443297,22181559
pby123456789,4240,4,0,1672061,29878959
wang77,5928,4,0,413801,1935905
wang777,10696,5,0,154278,738690
wang7777,8400,5,0,111529,523516
ssqwerty,49954,60,500,1762579881,5189445232
18612160829,38173,40,500,414719046,2992628110
wang25687,3219,20,500,1063214041,2884614165
15504973518,70839,40,400,204809530,2085420234
13812788376,75513,42,400,133601906,1138368249
457181660,25650,47,400,113038723,882580710



ssqwerty,49954,60,500,1762579881,5189445232
18612160829,38173,40,500,414719046,2992628110
wang25687,3219,20,500,1063214041,2884614165
15504973518,70839,40,400,204809530,2085420234
13812788376,75513,42,400,133601906,1138368249
457181660,25650,47,400,113038723,882580710
15686784340,41257,15,400,108989295,769128533
z7211191,68496,18,400,270596744,1671101330
shinecy1126,37122,14,400,75993454,649872564
lonely7201984,124327,19,400,77292792,591320329
liu271,111356,17,400,121790945,909918700
cq1473691,13164,7,400,18044766,38524453
cq1473693,7335,4,400,7976430,22274780

cq147369,10062,4,350,3258677,13203907
muyang1,49072,8,400,43849235,289036854
muyang2,16829,9,400,38791377,272738085
1358177 yubei,8061,22,400,52780437,418989529
1770994 yubeiyi,9838,18,400,37131455,324680326
1861216 jia,19202,8,400,90158469,671444669
12160829 yi,8446,7,400,74604612,602515335
134886 bing,12834,8,400,84593284,620981414
88699777 ding,12701,9,400,80241688,646112390
pgh123,14931,9,400,20354342,159482509
pgh1234,15843,14,400,14691370,130437295
pgh12345,12243,9,400,14086612,120370563
pgh123456,5841,5,400,16953336,126959721
pgh1234567,7208,1,400,11824832,84051932
pgh12345678,8382,3,400,13271305,106103277
pgh123456789,1304,0,400,16406484,122071622
pby123,7929,7,400,14354867,123691369
pby1234,8010,1,400,12389418,111969325
pby12345,5935,3,400,9489580,80264842
pby123456,25042,6,400,9293348,83618657
pby1234567,30447,15,400,6772329,45752435
pby12345678,33986,7,400,5444137,22184815
pby123456789,4530,4,0,1672883,29882528
wang77,6088,4,0,414301,1937846
wang777,10956,5,0,154536,739707
wang7777,8570,5,0,111759,524655
ssqwerty,48104,61,500,1762580205,5189447059
18612160829,36323,41,500,414719046,2992628110
wang25687,1379,21,500,1063214041,2884614165
15504973518,68989,41,400,204809530,2085420234
13812788376,73663,43,400,133601906,1138368249
457181660,23800,48,400,113038723,882580710
15686784340,39407,16,400,108989295,769128533
z7211191,66656,19,400,270596744,1671101330
shinecy1126,35272,15,400,75993454,649872564
lonely7201984,122477,20,400,77292792,591320329
liu271,106705,19,400,121790945,909918700
cq1473691,8513,9,400,18044766,38524453
cq1473693,2684,6,400,7976430,22274780
cq147369,5411,6,350,3258677,13203907
muyang1,38819,12,400,43849235,289036854
muyang2,6596,13,400,38791377,272738085
1358177 yubei,609,25,400,52780437,418989529
1770994 yubeiyi,2386,21,400,37131455,324680326
1861216 jia,8949,12,400,90158529,671445019
12160829 yi,994,10,400,74604612,602515335
134886 bing,2581,12,400,84593284,620981414
88699777 ding,2448,13,400,80241688,646112390
pgh123,4678,13,400,20354342,159482509
pgh1234,5590,18,400,14691370,130437295
pgh12345,1990,13,400,14086612,120370563
pgh123456,1190,7,400,16953336,126959721
pgh1234567,2557,3,400,11824832,84051932
pgh12345678,930,6,400,13271305,106103277
pgh123456789,1254,0,400,16406484,122071622
pby123,3278,9,400,14354867,123691369
pby1234,3359,3,400,12389418,111969325
pby12345,4085,4,400,9489580,80264842
pby123456,14789,10,400,9293348,83618657
pby1234567,20194,19,400,6772329,45752435
pby12345678,23733,11,400,5444137,22184815
pby123456789,2680,5,0,1672883,29882528
wang77,1437,6,0,414301,1937846
wang777,3504,8,0,154536,739707
wang7777,1118,8,0,111759,524655
ssqwerty,50738,61,400,1763420067,5192038584
18612160829,38194,41,350,415130673,2993102540
wang25687,4195,21,350,1063954339,2885524958
15504973518,70780,41,350,216308283,2124717487
13812788376,75744,43,400,134808724,1142935223
457181660,25564,48,350,113344351,882904915
15686784340,40914,16,200,111473162,780960603
z7211191,69239,19,300,270905109,1671433200
shinecy1126,36486,15,300,77841610,658448014
lonely7201984,123882,20,150,82958475,603254203
liu271,108648,19,150,129043223,922569617
cq1473691,10703,9,57,18349076,38843098
cq1473693,3524,6,56,8129431,22437055
cq147369,6173,6,216,3563606,13523087
muyang1,40102,12,350,44155111,289361613
muyang2,7696,13,350,39097235,273061729
1358177 yubei,1757,25,200,53082846,419299400
1770994 yubeiyi,3672,21,150,37437807,325005166
1861216 jia,10385,12,250,91517963,677909502
12160829 yi,2101,10,250,74907316,602826080
134886 bing,3745,12,200,84994603,621417194
88699777 ding,3622,13,200,80543641,646420055
pgh123,5678,13,150,20507563,159644721
pgh1234,6470,18,150,14995215,130751447
pgh12345,2960,13,20,14391155,120687664
pgh123456,2070,7,150,17254386,127263866
pgh1234567,3387,3,100,12127441,84363499
pgh12345678,1970,6,100,13572799,106408963
pgh123456789,2154,0,100,16709093,122382036
pby123,4168,9,100,14656936,124000095
pby1234,4419,3,40,12690959,112275930
pby12345,4985,4,100,9791360,80573405
pby123456,15659,10,100,9595556,83929184
pby1234567,20964,19,80,7073888,46058017
pby12345678,24383,11,59,5596581,22344353
pby123456789,3220,7,50,1679296,30774695
wang77,2417,6,60,434289,2026978
wang777,3984,8,10,175946,841988
wang7777,1828,8,20,140340,675099
ssqwerty,50738,61,400,1763420067,5192038584
18612160829,38194,41,400,415130673,2993102540
wang25687,4195,21,400,1063954339,2885524958
15504973518,70780,41,350,216308283,2124717487
13812788376,75744,43,350,134808724,1142935223
457181660,25564,48,400,113344351,882904915
15686784340,40914,16,350,111473162,780960603
z7211191,69239,19,350,270905109,1671433200
shinecy1126,36486,15,300,77841610,658448014
lonely7201984,123882,20,300,82958475,603254203
liu271,108648,19,350,129043223,922569617
cq1473691,10703,9,0,18349076,38843098
cq1473693,4194,6,0,8129440,22437120
cq147369,6173,6,0,3563606,13523087
muyang1,40102,12,300,44155111,289361613
muyang2,7696,13,350,39097235,273061729
1358177 yubei,1757,25,300,53082846,419299400
1770994 yubeiyi,3672,21,200,37437807,325005166
1861216 jia,10385,12,300,91517963,677909502
12160829 yi,2101,10,300,74907316,602826080
134886 bing,3745,12,250,84994603,621417194
88699777 ding,3622,13,300,80543641,646420055
pgh123,4078,13,150,20507563,159644721
pgh1234,4870,18,59,14995215,130751447
pgh12345,1960,13,40,14391155,120687664
pgh123456,470,7,1,17254386,127263866
pgh1234567,1787,3,2,12127441,84363499
pgh12345678,370,6,1,13572799,106408963
pgh123456789,554,0,150,16709093,122382036
pby123,2568,9,1,14656936,124000095
pby1234,2819,3,1,12690959,112275930
pby12345,3385,4,1,9791360,80573405
pby123456,14059,10,59,9595556,83929184
pby1234567,19364,19,59,7073888,46058017
pby12345678,22783,11,0,5596581,22344353
pby123456789,2220,7,0,1679296,30774695
wang77,817,6,0,434289,2026978
wang777,2384,8,0,175946,841988
wang7777,228,8,0,140340,675099
ssqwerty,51088,61,400,400,400,400,1763420067,5192038584
18612160829,38314,41,400,400,400,500,415130673,2993102540
wang25687,5045,21,500,400,400,400,1063954339,2885524958
15504973518,70980,41,400,400,350,400,216308283,2124717487
13812788376,75914,43,400,350,350,400,134808724,1142935223
457181660,25584,48,400,400,400,350,113344351,882904915
15686784340,40934,16,400,300,350,400,111473162,780960603
z7211191,69439,19,400,350,350,400,270905109,1671433200
shinecy1126,36546,15,350,350,300,400,77842059,658449664
lonely7201984,124042,20,350,300,300,400,82958475,603254203
liu271,108758,19,400,59,350,400,129043223,922569617
cq1473691,10703,9,0,0,0,0,18349076,38843098
cq1473693,4204,6,0,0,0,0,8129440,22437120
cq147369,6173,6,0,0,0,0,3563865,13523780
muyang1,40102,12,400,300,300,400,44155111,289361613
muyang2,7696,13,400,300,350,350,39097235,273061729
1358177 yubei,1757,25,400,300,300,350,53082846,419299400
1770994 yubeiyi,3672,21,350,250,200,400,37437807,325005166
1861216 jia,10385,12,400,300,300,400,91517963,677909502
12160829 yi,2101,10,400,300,300,350,74907316,602826080
134886 bing,3745,12,400,250,250,400,84994603,621417194
88699777 ding,3622,13,400,300,300,350,80543641,646420055
pgh123,4078,13,400,200,150,250,20507563,159644721
pgh1234,4870,18,350,59,59,300,14995215,130751447
pgh12345,1960,13,350,50,40,250,14391155,120687664
pgh123456,470,7,130,50,1,350,17254386,127263866
pgh1234567,1787,3,59,1,2,350,12127441,84363499
pgh12345678,370,6,120,1,1,350,13572828,106409093
pgh123456789,554,0,180,150,150,400,16709200,122382386
pby123,2568,9,120,1,1,400,14656960,124000144
pby1234,2819,3,400,1,1,150,12691044,112276283
pby12345,3385,4,100,59,1,400,9791360,80573405
pby123456,14059,10,400,59,59,59,9595556,83929184
pby1234567,19364,19,150,59,59,400,7073912,46058081
pby12345678,22783,11,250,1,0,0,5596581,22344353
pby123456789,2220,7,0,0,0,150,1679296,30774695
wang77,817,6,0,0,0,106,434289,2026978
wang777,2384,8,0,0,0,0,175946,841988
wang7777,228,8,0,0,0,0,140340,675099




ssqwerty,51088,61,400,498,400,500,400,499,400,546,1763420067,5192038584
18612160829,38314,41,400,702,400,284,400,481,500,891,415130673,2993102540
wang25687,5045,21,500,604,400,499,400,498,400,504,1063954339,2885524958
15504973518,70980,41,400,977,400,499,350,152,400,240,216308283,2124717487
13812788376,75914,43,400,1033,350,121,350,121,400,429,134808724,1142935223
457181660,25584,48,400,435,400,464,400,1626,350,597,113344351,882904915
15686784340,40934,16,400,156,300,67,350,65,400,297,111473162,780960603
z7211191,69439,19,400,546,350,286,350,182,400,630,270905109,1671433200
shinecy1126,36546,15,350,313,350,84,300,79,400,561,77842059,658449664
lonely7201984,124042,20,350,295,300,188,300,110,400,1299,82958475,603254203
liu271,108758,19,400,783,59,66,350,184,400,1698,129043223,922569617
cq1473691,10703,9,0,0,0,0,0,0,0,0,18349076,38843098
cq1473693,4204,6,0,0,0,0,0,0,0,0,8129440,22437120
cq147369,6173,6,0,0,0,0,0,0,0,0,3563865,13523780
muyang1,40102,12,400,1007,300,33,300,43,400,114,44155111,289361613
muyang2,7696,13,400,645,300,36,350,76,350,129,39097235,273061729
1358177 yubei,1757,25,400,373,300,66,300,55,350,162,53082846,419299400
1770994 yubeiyi,3672,21,350,155,250,41,200,27,400,315,37437807,325005166
1861216 jia,10385,12,400,629,300,101,300,66,400,936,91517963,677909502
12160829 yi,2101,10,400,619,300,60,300,194,350,186,74907316,602826080
134886 bing,3745,12,400,1499,250,54,250,69,400,945,84994603,621417194
88699777 ding,3622,13,400,658,300,62,300,86,350,219,80543641,646420055
pgh123,4078,13,400,136,200,20,150,14,250,51,20507563,159644721
pgh1234,4870,18,350,122,59,8,59,8,300,45,14995215,130751447
pgh12345,1960,13,350,108,50,8,40,8,250,33,14391155,120687664
pgh123456,470,7,130,8,50,8,1,8,350,195,17254386,127263866
pgh1234567,1787,3,59,8,1,8,2,8,350,72,12127441,84363499
pgh12345678,370,6,120,27,1,16,1,21,350,72,13572828,106409093
pgh123456789,554,0,180,11,150,8,150,11,400,648,16709200,122382386
pby123,2568,9,120,8,1,8,1,8,400,780,14656960,124000144
pby1234,2819,3,400,651,1,8,1,8,150,27,12691044,112276283
pby12345,3385,4,100,14,59,8,1,8,400,642,9791360,80573405
pby123456,14059,10,400,719,59,8,59,8,59,9,9595556,83929184
pby1234567,19364,19,150,8,59,8,59,8,400,453,7073912,46058081
pby12345678,22783,11,250,8,1,8,0,0,0,0,5596581,22344353
pby123456789,2220,7,0,0,0,0,0,0,150,15,1679296,30774695
wang77,817,6,0,0,0,0,0,0,106,15,434289,2026978
wang777,2384,8,0,0,0,0,0,0,0,0,175946,841988
wang7777,228,8,0,0,0,0,0,0,0,0,140340,675099
